"Number";"Time_ms";"Temp BME";"Pressure";"Humidity";Height BME";"Lux";"State";"crc"
744;170990;3417;99840;43;-0.7780249714851379;711.2428588867188;0;46111;
749;172025;3418;99840;43;-0.7852187752723694;649.182861328125;0;63689;
750;172221;3418;99840;43;-0.7852187752723694;127.83077239990234;0;6488;
753;173446;3417;99837;44;-0.5768250823020935;186.4224853515625;0;6984;
759;174690;3413;99841;44;-0.8880889415740967;497.4085998535156;0;3105;
762;175332;3412;99840;44;-0.7955146431922913;2706.58447265625;0;13697;
763;175535;3408;99841;44;-0.8453956246376038;740.1735229492188;0;37367;
765;175952;3408;99841;44;-0.8453956246376038;104.7275161743164;0;15716;
768;176551;3403;99841;44;-0.8471889495849609;948.8782348632812;0;14603;
771;177161;3401;99839;44;-0.7488377690315247;216.2937774658203;0;4473;
774;177806;3396;99838;44;-0.6610894203186035;789.1799926757812;0;55292;
777;178416;3395;99837;44;-0.5654506087303162;157.1761016845703;0;64637;
783;180258;3390;99838;44;-0.617616593837738;112.0067367553711;0;42026;
786;180884;3389;99837;45;-0.5658944845199585;841.0128173828125;0;42603;
789;181501;3390;99836;45;-0.46195414662361145;185.6667938232422;0;28342;
792;182116;3390;99836;45;-0.4670746326446533;908.7581176757812;0;30880;
796;182945;3393;99833;45;-0.17783872783184052;316.0466003417969;0;31372;
798;183349;3394;99837;45;-0.573360800743103;1050.0518798828125;0;57809;
801;183962;3388;99838;45;-0.6457608938217163;217.14047241210938;0;64681;
802;184187;3388;99838;45;-0.6457608938217163;352.0921325683594;0;12905;
804;184603;3385;99836;45;-0.4493207633495331;645.2163696289062;0;38030;
810;186437;3393;99839;45;-0.6919610500335693;223.42776489257812;0;29855;
816;187682;3384;99837;45;-0.5570279359817505;603.3279418945312;0;13184;
817;187880;3384;99837;45;-0.5570279359817505;2471.770751953125;0;3590;
819;188312;3383;99837;45;-0.5318147540092468;3078.33837890625;0;49865;
822;188921;3383;99839;45;-0.6942108869552612;2898.12353515625;0;8798;
825;189527;3381;99836;45;-0.5031812191009521;262.5970153808594;0;13393;
827;189950;3379;99837;45;-0.5865726470947266;756.1002197265625;0;29379;
828;190157;3379;99837;45;-0.5865726470947266;930.3754272460938;0;790;
831;191523;3374;99836;45;-0.5011081695556641;403.8301086425781;0;4492;
834;192775;3377;99836;45;-0.42950326204299927;222.85043334960938;0;35662;
836;193181;3377;99836;45;-0.42950326204299927;259.6501770019531;0;12605;
837;193391;3377;99837;45;-0.5371094346046448;2403.229736328125;0;16274;
839;193800;3377;99837;45;-0.5371094346046448;359.39019775390625;0;60210;
840;193997;3375;99836;45;-0.42737099528312683;361.127685546875;0;53943;
846;195232;3374;99831;45;-0.052460648119449615;515.650390625;0;16261;
852;196470;3377;99834;46;-0.3151504695415497;76.20564270019531;0;15579;
853;196669;3377;99834;46;-0.3151504695415497;148.17279052734375;0;7655;
855;721463;3508;2201082;46;-0.3366129398345947;670.2566528320312;0;38088;
856;197378;3380;99834;46;-0.3361246585845947;226.9163055419922;0;5761;
858;197787;3380;99834;45;-0.3088923394680023;110.38462829589844;0;19319;
861;199016;3383;99835;45;-0.341249942779541;171.7205810546875;0;5362;
867;200251;3386;99835;45;-0.3919771611690521;612.9490356445312;0;14199;
870;200862;3386;99834;45;-0.2855863571166992;97.72486877441406;0;57064;
873;201497;3388;99835;45;-0.38340064883232117;858.45849609375;0;44365;
877;202331;3391;99835;46;-0.3558543026447296;87.63841247558594;0;48899;
882;203338;3396;99829;46;0.11822108179330826;151.86302185058594;0;5278;
883;203554;3396;99829;46;0.11822108179330826;143.0640106201172;0;8754;
885;203972;3398;99835;46;-0.35338643193244934;409.6802062988281;0;8194;
890;205608;3402;99840;46;-0.7753464579582214;98.0602035522461;0;13542;
891;205811;3398;99837;46;-0.5157076716423035;141.80499267578125;0;27256;
894;206442;3400;99837;46;-0.5336676239967346;110.7439193725586;0;50677;
897;207060;3402;99835;45;-0.3560126721858978;360.69256591796875;0;54704;
898;207266;3402;99835;45;-0.3560126721858978;483.8778381347656;0;16681;
903;208299;3405;99834;45;-0.3238030970096588;681.083984375;0;50102;
906;208902;3406;99839;45;-0.7276506423950195;134.8046875;0;2515;
909;209507;3406;99835;45;-0.4168584942817688;684.4554443359375;0;24790;
910;209723;3406;99835;45;-0.4168584942817688;310.3089904785156;0;17668;
912;210131;3408;99835;45;-0.374828577041626;111.64506530761719;0;23245;
915;210749;3409;99839;45;-0.7216116786003113;578.2398681640625;0;44319;
920;212413;3413;99835;45;-0.40755540132522583;109.13249206542969;0;51448;
924;213214;3415;99841;45;-0.8961902856826782;638.1453857421875;0;33630;
941;216722;3405;99840;45;-0.8380164504051208;721.9353637695312;0;59681;
945;218155;3402;99843;45;-1.0427579879760742;90.98863220214844;0;40797;
955;220209;3394;99840;45;-0.79559326171875;771.4588012695312;0;6526;
963;221899;3387;99841;45;-0.9106711745262146;114.9248046875;0;49672;
969;223119;3386;99839;45;-0.7513091564178467;123.37230682373047;0;16854;
981;226203;3385;99841;46;-0.908668041229248;104.20587921142578;0;59850;
987;227458;3384;99841;46;-0.8712696433067322;84.66435241699219;0;47921;
992;228467;3383;99842;46;-0.948542058467865;501.6039123535156;0;6299;
995;229084;3381;99842;46;-0.974595844745636;145.3909912109375;0;1912;
996;229290;3380;99839;46;-0.7117282152175903;794.1879272460938;0;38268;
1002;231137;3384;99841;46;-0.8580797910690308;153.84107971191406;0;1249;
1006;231976;3385;99840;46;-0.7849872708320618;441.2548522949219;0;33952;
1008;232376;3386;99840;46;-0.8166411519050598;110.02603149414062;0;28700;
1016;234019;3384;99841;46;-0.9279101490974426;864.0;0;19257;
1026;236081;3389;99838;46;-0.6712706089019775;475.25836181640625;0;44326;
1029;237332;3394;99839;46;-0.72902911901474;420.11749267578125;0;55045;
1037;238959;3398;99839;46;-0.7444114685058594;446.0345153808594;0;65414;
1038;239178;3398;99839;46;-0.7444114685058594;410.6632385253906;0;1272;
1041;239792;3400;99841;46;-0.852411150932312;604.0621337890625;0;40044;
1044;240424;3403;99838;46;-0.6403024196624756;301.6895446777344;0;59659;
1047;241033;3404;99840;45;-0.809253990650177;460.1361999511719;0;22118;
1053;242274;3409;99841;45;-0.9295664429664612;781.2449951171875;0;56941;
1059;244118;3413;99841;45;-0.9002898931503296;337.90374755859375;0;11741;
1063;244930;3415;99842;45;-0.9999401569366455;787.1873779296875;0;20133;
1065;245345;3416;99842;45;-0.9855965375900269;541.7263793945312;0;65095;
1074;247208;3417;99843;45;-1.0860121250152588;2500.00634765625;0;5261;
1120;257889;3429;99845;45;-1.191397786140442;737.4039306640625;0;30648;
1138;262232;3433;99843;45;-1.0683058500289917;586.7105102539062;0;18076;
1151;264919;3432;99843;45;-1.0705145597457886;2509.525390625;0;62501;
1194;275006;3435;99845;46;-1.2542966604232788;91.31120300292969;0;29812;
1197;275637;3436;99843;46;-1.0812550783157349;180.19215393066406;0;7879;
1203;276869;3439;99845;45;-1.2138230800628662;229.2655029296875;0;31495;
1215;279380;3443;99845;45;-1.217051386833191;209.8861083984375;0;8682;
1221;281219;3446;99842;45;-0.9589934945106506;964.0113525390625;0;4436;
1224;281837;3446;99842;45;-0.9604192972183228;1000.5149536132812;0;30557;
1227;282456;3447;99839;45;-0.738396942615509;814.6025390625;0;50311;
1230;283083;3447;99838;45;-0.6565216183662415;67.2176513671875;0;21891;
1233;283696;3448;99841;45;-0.8532492518424988;407.2326965332031;0;8445;
1234;283899;3448;99841;45;-0.8532492518424988;414.61834716796875;0;50281;
1236;284302;3448;99841;45;-0.8472784757614136;385.8316955566406;0;45740;
1242;285558;3449;99845;45;-1.2609145641326904;252.5612335205078;0;47238;
1252;288213;3455;99843;45;-1.0891398191452026;284.7208251953125;0;39381;
1254;288648;3456;99845;45;-1.2429239749908447;322.27020263671875;0;39087;
1255;288849;3456;99845;45;-1.2429239749908447;329.8031311035156;0;6843;
1257;289254;3457;99843;45;-1.0245364904403687;299.4756774902344;0;21766;
1265;290907;3461;99843;46;-1.0334935188293457;429.2709655761719;0;50691;
1266;291111;3461;99843;46;-1.0334935188293457;469.0373229980469;0;55170;
1269;291734;3462;99843;46;-1.0490734577178955;426.7087707519531;0;7336;
1275;292978;3463;99840;45;-0.838921070098877;330.2039489746094;0;44709;
1281;294831;3465;99838;45;-0.6252464652061462;423.1470947265625;0;20094;
1282;295210;3465;99838;45;-0.6252464652061462;460.68743896484375;0;14743;
1284;295450;3466;99842;45;-0.941680908203125;466.23712158203125;0;34796;
1289;296526;3467;99844;45;-1.1261370182037354;378.0304870605469;0;35591;
1297;298177;3469;99841;44;-0.9243915677070618;545.6582641601562;0;38271;
1307;300840;3468;99838;45;-0.6401040554046631;434.9615173339844;0;3583;
1314;302284;3471;99841;45;-0.8935351371765137;541.073974609375;0;32582;
1317;302896;3472;99840;45;-0.793054461479187;585.289306640625;0;42774;
1318;303102;3472;99841;45;-0.8507883548736572;576.1431274414062;0;34857;
1323;304156;3473;99840;45;-0.7955206632614136;563.053466796875;0;55890;
1326;304771;3474;99838;45;-0.6643324494361877;578.940673828125;0;28230;
1329;305382;3474;99839;45;-0.7018796801567078;524.4019775390625;0;52694;
1332;306628;3469;99842;45;-0.9406425952911377;441.2548522949219;0;17528;
1335;307251;3469;99839;46;-0.760604202747345;492.06793212890625;0;32985;
1338;307868;3471;99840;46;-0.7988073229789734;496.8122253417969;0;25789;
1339;308072;3471;99840;46;-0.7988073229789734;546.3165893554688;0;9278;
1346;272465;3472;99837;46;-0.5879678130149841;2.733849048614502;0;17481;
