"Number";"Time_ms";"Time";"Q1";"Q2";"Q3";"Q4";"crc"
338;13771;13.758999824523926;0.23013918101787567;0.07776039838790894;-0.07615072280168533;-0.9670524597167969;61882;
339;13811;13.798999786376953;0.22068506479263306;0.07830404490232468;-0.07078867405653;-0.969616174697876;54541;
340;13851;13.83899974822998;0.22049842774868011;0.0784296989440918;-0.07178229093551636;-0.9695754647254944;38627;
341;13891;13.878999710083008;0.21983735263347626;0.0782260000705719;-0.07351034134626389;-0.9696124792098999;53838;
342;13931;13.918999671936035;0.2195037305355072;0.07870391756296158;-0.07666394114494324;-0.9694052338600159;28420;
343;13971;13.958999633789062;0.21975423395633698;0.07830581814050674;-0.0766700878739357;-0.9693801999092102;58513;
344;14011;13.99899959564209;0.22280071675777435;0.07819272577762604;-0.07373826950788498;-0.9689213037490845;11072;
345;14051;14.038999557495117;0.22250553965568542;0.07779637724161148;-0.07453858852386475;-0.9689598083496094;11178;
346;14091;14.079000473022461;0.22228196263313293;0.07732302695512772;-0.07531929761171341;-0.9689885973930359;54446;
347;14131;14.119000434875488;0.22304899990558624;0.07786162197589874;-0.07475519925355911;-0.968812882900238;24116;
348;14171;14.159000396728516;0.22319243848323822;0.0781378522515297;-0.07505732774734497;-0.9687342643737793;57662;
349;14211;14.199000358581543;0.22343237698078156;0.07944938540458679;-0.07844266295433044;-0.9683039784431458;53307;
350;14251;14.23900032043457;0.22420868277549744;0.07866410911083221;-0.0774814710021019;-0.9682660102844238;25560;
351;14291;14.279000282287598;0.23410101234912872;0.07712800800800323;-0.08208108693361282;-0.9656659364700317;37785;
352;14331;14.319000244140625;0.23464463651180267;0.07760912925004959;-0.0805719643831253;-0.9656224846839905;64255;
353;14371;14.359000205993652;0.2264585644006729;0.07901426404714584;-0.07411784678697586;-0.9679772257804871;55560;
354;14411;14.39900016784668;0.2269885540008545;0.0802890881896019;-0.07406573742628098;-0.9677520990371704;56588;
355;14451;14.439000129699707;0.2266571968793869;0.07951724529266357;-0.07499527931213379;-0.9678218960762024;28072;
356;14491;14.479000091552734;0.22427092492580414;0.08138464391231537;-0.07519586384296417;-0.9682068824768066;5207;
357;14531;14.519000053405762;0.22464004158973694;0.08003544062376022;-0.0743253231048584;-0.9683010578155518;6976;
358;14571;14.559000015258789;0.23475104570388794;0.07920714467763901;-0.07922428101301193;-0.9655783772468567;46499;
359;14611;14.598999977111816;0.23486919701099396;0.07900349795818329;-0.07924298942089081;-0.9655647873878479;21138;
360;14651;14.638999938964844;0.2255849391222;0.07923708111047745;-0.07357297092676163;-0.9682044982910156;10152;
361;14691;14.678999900817871;0.2260112166404724;0.07950757443904877;-0.07321794331073761;-0.9681098461151123;24944;
362;14731;14.718999862670898;0.22573667764663696;0.07940025627613068;-0.07341151684522629;-0.9681680202484131;48409;
363;14771;14.758999824523926;0.22589528560638428;0.07880134135484695;-0.07403480261564255;-0.968132495880127;37961;
364;14811;14.798999786376953;0.22638265788555145;0.07807818800210953;-0.0736771747469902;-0.9681044816970825;32857;
365;14851;14.83899974822998;0.23612461984157562;0.07691260427236557;-0.07934148609638214;-0.9654194116592407;34531;
366;14891;14.878999710083008;0.23684661090373993;0.07756118476390839;-0.0776074156165123;-0.9653316140174866;31684;
367;14931;14.918999671936035;0.22770388424396515;0.07828178256750107;-0.07194072753190994;-0.9679087996482849;60052;
368;14971;14.958999633789062;0.22813057899475098;0.07834472507238388;-0.0708758607506752;-0.9678817391395569;43120;
369;15011;14.99899959564209;0.2276155948638916;0.07813907414674759;-0.07226075977087021;-0.967917263507843;65462;
370;15051;15.038999557495117;0.21743375062942505;0.07933738082647324;-0.06881614029407501;-0.9704084396362305;9353;
371;15091;15.079000473022461;0.22323746979236603;0.07443823665380478;-0.07700461894273758;-0.9688623547554016;43917;
372;15131;15.119000434875488;0.22726629674434662;0.07583869248628616;-0.07478704303503036;-0.9679903984069824;24480;
373;15171;15.159000396728516;0.22743019461631775;0.07650420069694519;-0.0752250999212265;-0.9678656458854675;62422;
374;15211;15.199000358581543;0.22767561674118042;0.07719357311725616;-0.07469569146633148;-0.9677941799163818;22354;
375;15251;15.23900032043457;0.23759976029396057;0.0774199366569519;-0.07985478639602661;-0.9649744629859924;32489;
376;15291;15.279000282287598;0.2375042736530304;0.07739542424678802;-0.07978423684835434;-0.9650058150291443;7676;
